0 0 127 127 127 0 
0 1 127 127 127 0 
0 2 127 127 127 0 
0 3 127 127 127 0 
0 4 127 127 127 0 
0 5 127 127 127 0 
0 6 127 127 127 0 
0 7 127 127 127 0 
1 0 127 127 127 0 
1 1 127 127 127 0 
1 2 0 0 0 0 
1 3 0 0 0 0 
1 4 0 0 0 0 
1 5 0 0 0 0 
1 6 233 219 100 1 
1 7 233 219 100 1 
2 0 0 0 0 0 
2 1 127 127 127 0 
2 2 127 127 127 0 
2 3 0 0 0 0 
2 4 127 127 127 0 
2 5 233 219 100 1 
2 6 127 127 127 0 
2 7 233 219 100 1 
3 0 233 219 100 1 
3 1 233 219 100 1 
3 2 233 219 100 1 
3 3 233 219 100 1 
3 4 233 219 100 1 
3 5 233 219 100 1 
3 6 233 219 100 1 
3 7 233 219 100 1 
4 0 127 127 127 0 
4 1 233 219 100 1 
4 2 127 127 127 0 
4 3 0 0 0 0 
4 4 127 127 127 0 
4 5 233 219 100 1 
4 6 127 127 127 0 
4 7 233 219 100 1 
5 0 127 127 127 0 
5 1 127 127 127 0 
5 2 127 127 127 0 
5 3 0 0 0 0 
5 4 127 127 127 0 
5 5 127 127 127 0 
5 6 233 219 100 1 
5 7 233 219 100 1 
6 0 127 127 127 0 
6 1 127 127 127 0 
6 2 127 127 127 0 
6 3 127 127 127 0 
6 4 127 127 127 0 
6 5 127 127 127 0 
6 6 127 127 127 0 
6 7 127 127 127 0 
7 0 127 127 127 0 
7 1 127 127 127 0 
7 2 127 127 127 0 
7 3 127 127 127 0 
7 4 127 127 127 0 
7 5 127 127 127 0 
7 6 127 127 127 0 
7 7 127 127 127 0 
