0 0 127 127 127 0 
0 1 127 127 127 0 
0 2 127 127 127 0 
0 3 240 240 240 1 
0 4 240 240 240 1 
0 5 240 240 240 1 
0 6 127 127 127 0 
0 7 127 127 127 0 
1 0 127 127 127 0 
1 1 127 127 127 0 
1 2 240 240 240 1 
1 3 129 47 14 1 
1 4 254 118 57 1 
1 5 129 47 14 1 
1 6 240 240 240 1 
1 7 127 127 127 0 
2 0 32 32 32 1 
2 1 240 240 240 1 
2 2 129 47 14 1 
2 3 129 47 14 1 
2 4 254 118 57 1 
2 5 129 47 14 1 
2 6 129 47 14 1 
2 7 240 240 240 1 
3 0 146 85 0 1 
3 1 0 0 0 0 
3 2 129 47 14 1 
3 3 129 47 14 1 
3 4 254 118 57 1 
3 5 129 47 14 1 
3 6 129 47 14 1 
3 7 146 85 0 1 
4 0 0 0 0 0 
4 1 146 85 0 1 
4 2 0 0 0 0 
4 3 129 47 14 1 
4 4 254 118 57 1 
4 5 129 47 14 1 
4 6 0 0 0 0 
4 7 146 85 0 1 
5 0 127 127 127 0 
5 1 0 0 0 0 
5 2 146 85 0 1 
5 3 146 85 0 1 
5 4 254 118 57 1 
5 5 146 85 0 1 
5 6 146 85 0 1 
5 7 0 0 0 0 
6 0 127 127 127 0 
6 1 0 0 0 0 
6 2 0 0 0 0 
6 3 127 127 127 1 
6 4 127 127 127 1 
6 5 127 127 127 1 
6 6 0 0 0 0 
6 7 0 0 0 0 
7 0 127 127 127 0 
7 1 127 127 127 0 
7 2 0 0 0 0 
7 3 0 0 0 0 
7 4 127 127 127 1 
7 5 0 0 0 0 
7 6 0 0 0 0 
7 7 0 0 0 0 
