0 0 0 0 0 0 
0 1 0 0 0 0 
0 2 0 0 0 0 
0 3 0 0 0 0 
0 4 0 0 0 0 
0 5 0 0 0 0 
0 6 0 0 0 0 
0 7 178 8 72 1 
1 0 0 0 0 0 
1 1 0 0 0 0 
1 2 0 0 0 0 
1 3 0 0 0 0 
1 4 0 0 0 0 
1 5 0 0 0 0 
1 6 178 8 72 1 
1 7 143 5 73 1 
2 0 127 127 127 0 
2 1 0 0 0 0 
2 2 0 0 0 0 
2 3 0 0 0 0 
2 4 0 0 0 0 
2 5 240 30 78 1 
2 6 178 8 72 1 
2 7 0 0 0 0 
3 0 127 127 127 0 
3 1 127 127 127 0 
3 2 127 127 127 0 
3 3 127 127 127 0 
3 4 127 127 127 0 
3 5 240 30 78 1 
3 6 178 8 72 1 
3 7 0 0 0 0 
4 0 127 127 127 0 
4 1 127 127 127 0 
4 2 127 127 127 0 
4 3 127 127 127 0 
4 4 127 127 127 0 
4 5 240 30 78 1 
4 6 178 8 72 1 
4 7 0 0 0 0 
5 0 127 127 127 0 
5 1 127 127 127 0 
5 2 127 127 127 0 
5 3 127 127 127 0 
5 4 127 127 127 0 
5 5 240 30 78 1 
5 6 178 8 72 1 
5 7 0 0 0 0 
6 0 127 127 127 0 
6 1 127 127 127 0 
6 2 127 127 127 0 
6 3 127 127 127 0 
6 4 127 127 127 0 
6 5 127 127 127 0 
6 6 178 8 72 1 
6 7 143 5 73 1 
7 0 127 127 127 0 
7 1 127 127 127 0 
7 2 127 127 127 0 
7 3 127 127 127 0 
7 4 127 127 127 0 
7 5 127 127 127 0 
7 6 127 127 127 0 
7 7 178 8 72 1 
