0 0 127 127 127 0 
0 1 127 127 127 0 
0 2 127 127 127 0 
0 3 127 127 127 0 
0 4 127 127 127 0 
0 5 64 117 15 1 
0 6 215 206 25 1 
0 7 64 117 15 1 
1 0 127 127 127 0 
1 1 127 127 127 0 
1 2 0 0 0 0 
1 3 64 117 15 1 
1 4 215 206 25 1 
1 5 64 117 15 1 
1 6 64 117 15 1 
1 7 127 127 127 0 
2 0 127 127 127 0 
2 1 0 0 0 0 
2 2 64 117 15 1 
2 3 85 35 42 1 
2 4 85 35 42 1 
2 5 85 35 42 1 
2 6 64 117 15 1 
2 7 0 0 0 0 
3 0 0 0 0 0 
3 1 85 35 42 1 
3 2 85 35 42 1 
3 3 163 35 56 1 
3 4 85 35 42 1 
3 5 163 35 56 1 
3 6 85 35 42 1 
3 7 0 0 0 0 
4 0 158 130 23 1 
4 1 158 130 23 1 
4 2 158 130 23 1 
4 3 85 35 42 1 
4 4 85 35 42 1 
4 5 85 35 42 1 
4 6 0 0 0 0 
4 7 127 127 127 0 
5 0 0 0 0 0 
5 1 138 8 32 1 
5 2 0 0 0 0 
5 3 240 240 240 1 
5 4 0 0 0 0 
5 5 240 240 240 1 
5 6 0 0 0 0 
5 7 0 0 0 0 
6 0 0 0 0 0 
6 1 138 8 32 1 
6 2 0 0 0 0 
6 3 0 0 0 0 
6 4 0 0 0 0 
6 5 0 0 0 0 
6 6 0 0 0 0 
6 7 0 0 0 0 
7 0 0 0 0 0 
7 1 138 8 32 1 
7 2 127 127 127 0 
7 3 127 127 127 0 
7 4 127 127 127 0 
7 5 127 127 127 0 
7 6 127 127 127 0 
7 7 127 127 127 0 
