0 0 127 127 127 0 
0 1 0 0 0 0 
0 2 0 0 0 0 
0 3 0 0 0 0 
0 4 0 0 0 0 
0 5 0 0 0 0 
0 6 0 0 0 0 
0 7 0 0 0 0 
1 0 127 127 127 0 
1 1 127 127 127 0 
1 2 0 0 0 0 
1 3 0 0 0 0 
1 4 250 141 18 1 
1 5 0 0 0 0 
1 6 0 0 0 0 
1 7 0 0 0 0 
2 0 127 127 127 0 
2 1 127 127 127 0 
2 2 0 0 0 0 
2 3 0 0 0 0 
2 4 250 141 18 1 
2 5 0 0 0 0 
2 6 0 0 0 0 
2 7 0 0 0 0 
3 0 127 127 127 0 
3 1 0 0 0 0 
3 2 0 0 0 0 
3 3 0 0 0 0 
3 4 250 141 18 1 
3 5 0 0 0 0 
3 6 0 0 0 0 
3 7 0 0 0 0 
4 0 127 127 127 0 
4 1 0 0 0 0 
4 2 0 0 0 0 
4 3 0 0 0 0 
4 4 250 141 18 1 
4 5 0 0 0 0 
4 6 0 0 0 0 
4 7 0 0 0 0 
5 0 127 127 127 0 
5 1 0 0 0 0 
5 2 147 146 145 1 
5 3 0 0 0 0 
5 4 250 141 18 1 
5 5 127 127 127 0 
5 6 147 146 145 1 
5 7 0 0 0 0 
6 0 127 127 127 0 
6 1 0 0 0 0 
6 2 0 0 0 0 
6 3 147 146 145 1 
6 4 147 146 145 1 
6 5 147 146 145 1 
6 6 0 0 0 0 
6 7 0 0 0 0 
7 0 127 127 127 0 
7 1 127 127 127 0 
7 2 127 127 127 0 
7 3 0 0 0 0 
7 4 127 127 127 1 
7 5 0 0 0 0 
7 6 127 127 127 0 
7 7 127 127 127 0 
