0 0 127 127 127 0 
0 1 127 127 127 0 
0 2 127 127 127 0 
0 3 240 51 54 1 
0 4 127 127 127 0 
0 5 127 127 127 0 
0 6 127 127 127 0 
0 7 240 51 54 1 
1 0 240 51 54 1 
1 1 127 127 127 0 
1 2 127 127 127 0 
1 3 240 51 54 1 
1 4 127 127 127 0 
1 5 240 51 54 1 
1 6 127 127 127 0 
1 7 240 51 54 1 
2 0 235 241 46 1 
2 1 235 241 46 1 
2 2 240 51 54 1 
2 3 240 51 54 1 
2 4 240 51 54 1 
2 5 240 51 54 1 
2 6 240 51 54 1 
2 7 235 241 46 1 
3 0 240 51 54 1 
3 1 235 241 46 1 
3 2 240 51 54 1 
3 3 235 241 46 1 
3 4 240 51 54 1 
3 5 235 241 46 1 
3 6 235 241 46 1 
3 7 240 51 54 1 
4 0 240 51 54 1 
4 1 240 51 54 1 
4 2 235 241 46 1 
4 3 235 241 46 1 
4 4 235 241 46 1 
4 5 235 241 46 1 
4 6 240 51 54 1 
4 7 240 51 54 1 
5 0 240 51 54 1 
5 1 232 107 47 1 
5 2 235 241 46 1 
5 3 235 241 46 1 
5 4 235 241 46 1 
5 5 235 241 46 1 
5 6 232 107 47 1 
5 7 240 51 54 1 
6 0 127 127 127 0 
6 1 240 51 54 1 
6 2 232 107 47 1 
6 3 232 107 47 1 
6 4 232 107 47 1 
6 5 232 107 47 1 
6 6 240 51 54 1 
6 7 127 127 127 0 
7 0 127 127 127 0 
7 1 127 127 127 0 
7 2 240 51 54 1 
7 3 240 51 54 1 
7 4 240 51 54 1 
7 5 240 51 54 1 
7 6 127 127 127 0 
7 7 127 127 127 0 
