0 0 218 155 5 1 
0 1 84 51 128 1 
0 2 218 155 5 1 
0 3 127 127 127 0 
0 4 127 127 127 0 
0 5 127 127 127 0 
0 6 127 127 127 0 
0 7 127 127 127 0 
1 0 127 127 127 0 
1 1 127 127 127 0 
1 2 84 51 128 1 
1 3 84 51 128 1 
1 4 84 51 128 1 
1 5 127 127 127 0 
1 6 127 127 127 0 
1 7 127 127 127 0 
2 0 43 18 191 1 
2 1 43 18 191 1 
2 2 43 18 191 1 
2 3 84 51 128 1 
2 4 84 51 128 1 
2 5 43 18 191 1 
2 6 43 18 191 1 
2 7 43 18 191 1 
3 0 43 18 191 1 
3 1 43 18 191 1 
3 2 84 51 128 1 
3 3 43 18 191 1 
3 4 43 18 191 1 
3 5 84 51 128 1 
3 6 43 18 191 1 
3 7 43 18 191 1 
4 0 127 127 127 0 
4 1 127 127 127 0 
4 2 84 51 128 1 
4 3 84 51 128 1 
4 4 84 51 128 1 
4 5 84 51 128 1 
4 6 84 51 128 1 
4 7 127 127 127 0 
5 0 127 127 127 0 
5 1 147 109 175 1 
5 2 84 51 128 1 
5 3 244 1 26 1 
5 4 105 79 214 1 
5 5 244 1 26 1 
5 6 84 51 128 1 
5 7 147 109 175 1 
6 0 147 109 175 1 
6 1 127 127 127 0 
6 2 127 127 127 0 
6 3 84 51 128 1 
6 4 105 79 214 1 
6 5 84 51 128 1 
6 6 127 127 127 0 
6 7 147 109 175 1 
7 0 147 109 175 1 
7 1 127 127 127 0 
7 2 127 127 127 0 
7 3 240 240 240 1 
7 4 127 127 127 0 
7 5 240 240 240 1 
7 6 127 127 127 0 
7 7 147 109 175 1 
