0 0 0 0 0 0 
0 1 0 0 0 0 
0 2 0 0 0 0 
0 3 0 0 0 0 
0 4 0 0 0 0 
0 5 0 0 0 0 
0 6 0 0 0 0 
0 7 0 0 0 0 
1 0 0 0 0 0 
1 1 0 0 0 0 
1 2 118 128 139 1 
1 3 118 128 139 1 
1 4 118 128 139 1 
1 5 118 128 139 1 
1 6 0 0 0 0 
1 7 0 0 0 0 
2 0 0 0 0 0 
2 1 118 128 139 1 
2 2 147 146 145 1 
2 3 147 146 145 1 
2 4 147 146 145 1 
2 5 147 146 145 1 
2 6 118 128 139 1 
2 7 0 0 0 0 
3 0 118 128 139 1 
3 1 147 146 145 1 
3 2 152 164 168 1 
3 3 152 164 168 1 
3 4 152 164 168 1 
3 5 152 164 168 1 
3 6 147 146 145 1 
3 7 118 128 139 1 
4 0 118 128 139 1 
4 1 147 146 145 1 
4 2 240 240 240 1 
4 3 240 240 240 1 
4 4 240 240 240 1 
4 5 240 240 240 1 
4 6 147 146 145 1 
4 7 118 128 139 1 
5 0 118 128 139 1 
5 1 147 146 145 1 
5 2 0 0 0 0 
5 3 0 0 0 0 
5 4 0 0 0 0 
5 5 0 0 0 0 
5 6 147 146 145 1 
5 7 118 128 139 1 
6 0 118 128 139 1 
6 1 0 0 0 0 
6 2 0 0 0 0 
6 3 0 0 0 0 
6 4 0 0 0 0 
6 5 0 0 0 0 
6 6 0 0 0 0 
6 7 118 128 139 1 
7 0 0 0 0 0 
7 1 0 0 0 0 
7 2 0 0 0 0 
7 3 0 0 0 0 
7 4 0 0 0 0 
7 5 0 0 0 0 
7 6 0 0 0 0 
7 7 0 0 0 0 
