0 0 127 127 127 0 
0 1 127 127 127 0 
0 2 127 127 127 0 
0 3 32 32 32 1 
0 4 32 32 32 1 
0 5 127 127 127 0 
0 6 127 127 127 0 
0 7 127 127 127 0 
1 0 127 127 127 0 
1 1 180 134 51 1 
1 2 218 200 98 1 
1 3 180 134 51 1 
1 4 218 200 98 1 
1 5 180 134 51 1 
1 6 218 200 98 1 
1 7 127 127 127 0 
2 0 218 200 98 1 
2 1 180 134 51 1 
2 2 218 200 98 1 
2 3 180 134 51 1 
2 4 218 200 98 1 
2 5 180 134 51 1 
2 6 218 200 98 1 
2 7 127 127 127 0 
3 0 218 200 98 1 
3 1 180 134 51 1 
3 2 240 30 78 1 
3 3 180 134 51 1 
3 4 240 30 78 1 
3 5 180 134 51 1 
3 6 240 30 78 1 
3 7 127 127 127 0 
4 0 127 127 127 0 
4 1 180 134 51 1 
4 2 180 134 51 1 
4 3 180 134 51 1 
4 4 180 134 51 1 
4 5 180 134 51 1 
4 6 180 134 51 1 
4 7 127 127 127 0 
5 0 127 127 127 0 
5 1 127 127 127 0 
5 2 107 75 82 1 
5 3 107 75 82 1 
5 4 107 75 82 1 
5 5 107 75 82 1 
5 6 0 0 0 0 
5 7 127 127 127 0 
6 0 127 127 127 0 
6 1 127 127 127 0 
6 2 127 127 127 0 
6 3 127 127 127 0 
6 4 127 127 127 0 
6 5 127 127 127 0 
6 6 127 127 127 0 
6 7 127 127 127 0 
7 0 127 127 127 0 
7 1 127 127 127 0 
7 2 127 127 127 0 
7 3 127 127 127 0 
7 4 127 127 127 0 
7 5 0 0 0 0 
7 6 127 127 127 0 
7 7 127 127 127 0 
